ref_perturbation,ref_target,num_ha_perturbed,newlig1_smi,newlig2_smi,input_smarts
lig_57~lig_36,mcl1,5,CNc1cccc2ccccc12,CCc1ccccc1Cl,n[3*]C.c[1*]:cccc:[2*]~c[2*]CC.c[1*]Cl
lig_36~lig_57,mcl1,5,CCc1ccccc1Cl,CNc1cccc2ccccc12,c[2*]CC.c[1*]Cl~n[3*]C.c[1*]:cccc:[2*]
lig_57~lig_27,mcl1,5,CNc1cccc2ccccc12,c1ccccc1,n[3*]C.c[1*]:cccc:[2*]~
lig_27~lig_57,mcl1,5,c1ccccc1,CNc1cccc2ccccc12,~n[3*]C.c[1*]:cccc:[2*]
lig_57~lig_34,mcl1,2,CNc1cccc2ccccc12,FC(F)(F)c1ccccc1,n[3*]C.c[1*]:cccc:[2*]~c[1*]C(F)(F)F
lig_34~lig_57,mcl1,2,FC(F)(F)c1ccccc1,CNc1cccc2ccccc12,c[1*]C(F)(F)F~n[3*]C.c[1*]:cccc:[2*]
lig_57~lig_47,mcl1,2,CNc1cccc2ccccc12,c1ccc2ncccc2c1,n[3*]C.c[1*]:cccc:[2*]~c[1*]:nccc:[2*]
lig_47~lig_57,mcl1,2,c1ccc2ncccc2c1,CNc1cccc2ccccc12,c[1*]:nccc:[2*]~n[3*]C.c[1*]:cccc:[2*]
lig_57~lig_29,mcl1,8,CNc1cccc2ccccc12,FC(F)(F)c1ccccc1,n[1*]C.c[2*]:cccc:[3*]~c[1*]C(F)(F)F
lig_29~lig_57,mcl1,8,FC(F)(F)c1ccccc1,CNc1cccc2ccccc12,c[1*]C(F)(F)F~n[1*]C.c[2*]:cccc:[3*]
lig_57~lig_37,mcl1,6,CNc1cccc2ccccc12,Cc1cccc(C)c1Cl,n[3*]C.c[1*]:cccc:[2*]~c[3*]C.c[2*]Cl.c[1*]C
lig_37~lig_57,mcl1,6,Cc1cccc(C)c1Cl,CNc1cccc2ccccc12,c[3*]C.c[2*]Cl.c[1*]C~n[3*]C.c[1*]:cccc:[2*]
lig_57~lig_39,mcl1,7,CNc1cccc2ccccc12,c1ccc(-c2ccccc2)cc1,n[3*]C.c[1*]:cccc:[2*]~c[1*]c1ccccc1
lig_39~lig_57,mcl1,7,c1ccc(-c2ccccc2)cc1,CNc1cccc2ccccc12,c[1*]c1ccccc1~n[3*]C.c[1*]:cccc:[2*]
lig_57~lig_50,mcl1,7,CNc1cccc2ccccc12,Cc1ccc(Cl)c(C)c1Cl,n[3*]C.c[1*]:cccc:[2*]~c[4*]Cl.c[3*]C.c[2*]Cl.c[1*]C
lig_50~lig_57,mcl1,7,Cc1ccc(Cl)c(C)c1Cl,CNc1cccc2ccccc12,c[4*]Cl.c[3*]C.c[2*]Cl.c[1*]C~n[3*]C.c[1*]:cccc:[2*]
lig_32~lig_36,mcl1,3,Cc1ccccc1,CCc1ccccc1Cl,c[1*]C~c[2*]CC.c[1*]Cl
lig_36~lig_32,mcl1,3,CCc1ccccc1Cl,Cc1ccccc1,c[2*]CC.c[1*]Cl~c[1*]C
lig_32~lig_34,mcl1,3,c1ccccc1,FCc1cccc(CF)c1CF,~C[3*]F.C[1*]F.C[2*]F
lig_34~lig_32,mcl1,3,FCc1cccc(CF)c1CF,c1ccccc1,C[3*]F.C[1*]F.C[2*]F~
lig_32~lig_37,mcl1,3,Cc1ccccc1,Cc1cccc(C)c1Cl,c[1*]C~c[3*]C.c[2*]Cl.c[1*]C
lig_37~lig_32,mcl1,3,Cc1cccc(C)c1Cl,Cc1ccccc1,c[3*]C.c[2*]Cl.c[1*]C~c[1*]C
lig_32~lig_50,mcl1,4,Cc1ccccc1,Cc1ccc(Cl)c(C)c1Cl,c[1*]C~c[4*]Cl.c[3*]C.c[2*]Cl.c[1*]C
lig_50~lig_32,mcl1,4,Cc1ccc(Cl)c(C)c1Cl,Cc1ccccc1,c[4*]Cl.c[3*]C.c[2*]Cl.c[1*]C~c[1*]C
lig_36~lig_27,mcl1,3,CCc1ccccc1Cl,c1ccccc1,c[2*]CC.c[1*]Cl~
lig_27~lig_36,mcl1,3,c1ccccc1,CCc1ccccc1Cl,~c[2*]CC.c[1*]Cl
lig_36~lig_34,mcl1,5,CCc1ccccc1Cl,FC(F)(F)c1ccccc1,c[2*]CC.c[1*]Cl~c[1*]C(F)(F)F
lig_34~lig_36,mcl1,5,FC(F)(F)c1ccccc1,CCc1ccccc1Cl,c[1*]C(F)(F)F~c[2*]CC.c[1*]Cl
lig_36~lig_47,mcl1,5,CCc1ccccc1Cl,c1ccc2ncccc2c1,c[2*]CC.c[1*]Cl~c[1*]:nccc:[2*]
lig_47~lig_36,mcl1,5,c1ccc2ncccc2c1,CCc1ccccc1Cl,c[1*]:nccc:[2*]~c[2*]CC.c[1*]Cl
lig_36~lig_28,mcl1,3,CCc1ccccc1Cl,Cc1ccccc1,c[2*]CC.c[1*]Cl~c[1*]C
lig_28~lig_36,mcl1,3,Cc1ccccc1,CCc1ccccc1Cl,c[1*]C~c[2*]CC.c[1*]Cl
lig_36~lig_39,mcl1,7,CCc1ccccc1Cl,c1ccc(-c2ccccc2)cc1,c[2*]CC.c[1*]Cl~c[1*]c1ccccc1
lig_39~lig_36,mcl1,7,c1ccc(-c2ccccc2)cc1,CCc1ccccc1Cl,c[1*]c1ccccc1~c[2*]CC.c[1*]Cl
lig_36~lig_50,mcl1,2,CCc1ccccc1,Cc1ccccc1Cl,C[1*]C~c[2*]Cl.c[1*]C
lig_50~lig_36,mcl1,2,Cc1ccccc1Cl,CCc1ccccc1,c[2*]Cl.c[1*]C~C[1*]C
lig_36~lig_51,mcl1,3,CCc1ccccc1Cl,Clc1cccc2ccccc12,c[2*]CC.c[1*]Cl~c[3*]Cl.c[1*]:cccc:[2*]
lig_51~lig_36,mcl1,3,Clc1cccc2ccccc12,CCc1ccccc1Cl,c[3*]Cl.c[1*]:cccc:[2*]~c[2*]CC.c[1*]Cl
lig_27~lig_34,mcl1,4,c1ccccc1,FC(F)(F)c1ccccc1,~c[1*]C(F)(F)F
lig_34~lig_27,mcl1,4,FC(F)(F)c1ccccc1,c1ccccc1,c[1*]C(F)(F)F~
lig_27~lig_47,mcl1,4,c1ccccc1,c1ccc2ncccc2c1,~c[1*]:nccc:[2*]
lig_47~lig_27,mcl1,4,c1ccc2ncccc2c1,c1ccccc1,c[1*]:nccc:[2*]~
lig_27~lig_37,mcl1,3,c1ccccc1,Cc1cccc(C)c1Cl,~c[3*]C.c[2*]Cl.c[1*]C
lig_37~lig_27,mcl1,3,Cc1cccc(C)c1Cl,c1ccccc1,c[3*]C.c[2*]Cl.c[1*]C~
lig_27~lig_39,mcl1,6,c1ccccc1,c1ccc(-c2ccccc2)cc1,~c[1*]c1ccccc1
lig_39~lig_27,mcl1,6,c1ccc(-c2ccccc2)cc1,c1ccccc1,c[1*]c1ccccc1~
lig_27~lig_50,mcl1,4,c1ccccc1,Cc1ccc(Cl)c(C)c1Cl,~c[4*]Cl.c[3*]C.c[2*]Cl.c[1*]C
lig_50~lig_27,mcl1,4,Cc1ccc(Cl)c(C)c1Cl,c1ccccc1,c[4*]Cl.c[3*]C.c[2*]Cl.c[1*]C~
lig_27~lig_51,mcl1,5,c1ccccc1,Clc1cccc2ccccc12,~c[3*]Cl.c[1*]:cccc:[2*]
lig_51~lig_27,mcl1,5,Clc1cccc2ccccc12,c1ccccc1,c[3*]Cl.c[1*]:cccc:[2*]~
lig_60~lig_66,mcl1,4,Cc1cccc(C)c1Cl,Clc1cccc2ccccc12,c[3*]C.c[2*]Cl.c[1*]C~c[3*]Cl.c[1*]:cccc:[2*]
lig_66~lig_60,mcl1,4,Clc1cccc2ccccc12,Cc1cccc(C)c1Cl,c[3*]Cl.c[1*]:cccc:[2*]~c[3*]C.c[2*]Cl.c[1*]C
lig_34~lig_37,mcl1,6,FC(F)(F)c1ccccc1,Cc1cccc(C)c1Cl,c[1*]C(F)(F)F~c[3*]C.c[2*]Cl.c[1*]C
lig_37~lig_34,mcl1,6,Cc1cccc(C)c1Cl,FC(F)(F)c1ccccc1,c[3*]C.c[2*]Cl.c[1*]C~c[1*]C(F)(F)F
lig_34~lig_50,mcl1,7,FC(F)(F)c1ccccc1,Cc1ccc(Cl)c(C)c1Cl,c[1*]C(F)(F)F~c[4*]Cl.c[3*]C.c[2*]Cl.c[1*]C
lig_50~lig_34,mcl1,7,Cc1ccc(Cl)c(C)c1Cl,FC(F)(F)c1ccccc1,c[4*]Cl.c[3*]C.c[2*]Cl.c[1*]C~c[1*]C(F)(F)F
lig_47~lig_28,mcl1,4,c1ccc2ncccc2c1,Cc1ccccc1,c[1*]:nccc:[2*]~c[1*]C
lig_28~lig_47,mcl1,4,Cc1ccccc1,c1ccc2ncccc2c1,c[1*]C~c[1*]:nccc:[2*]
lig_47~lig_29,mcl1,1,c1ccc2ncccc2c1,FC(F)(F)c1ccccc1,c[1*]:nccc:[2*]~c[1*]C(F)(F)F
lig_29~lig_47,mcl1,1,FC(F)(F)c1ccccc1,c1ccc2ncccc2c1,c[1*]C(F)(F)F~c[1*]:nccc:[2*]
lig_47~lig_37,mcl1,6,c1ccc2ncccc2c1,Cc1cccc(C)c1Cl,c[1*]:nccc:[2*]~c[3*]C.c[2*]Cl.c[1*]C
lig_37~lig_47,mcl1,6,Cc1cccc(C)c1Cl,c1ccc2ncccc2c1,c[3*]C.c[2*]Cl.c[1*]C~c[1*]:nccc:[2*]
lig_47~lig_39,mcl1,6,c1ccc2ncccc2c1,c1ccc(-c2ccccc2)cc1,c[1*]:nccc:[2*]~c[1*]c1ccccc1
lig_39~lig_47,mcl1,6,c1ccc(-c2ccccc2)cc1,c1ccc2ncccc2c1,c[1*]c1ccccc1~c[1*]:nccc:[2*]
lig_47~lig_50,mcl1,7,c1ccc2ncccc2c1,Cc1ccc(Cl)c(C)c1Cl,c[1*]:nccc:[2*]~c[4*]Cl.c[3*]C.c[2*]Cl.c[1*]C
lig_50~lig_47,mcl1,7,Cc1ccc(Cl)c(C)c1Cl,c1ccc2ncccc2c1,c[4*]Cl.c[3*]C.c[2*]Cl.c[1*]C~c[1*]:nccc:[2*]
lig_47~lig_51,mcl1,2,c1ccc2ncccc2c1,Clc1cccc2ccccc12,c[1*]:nccc:[2*]~c[3*]Cl.c[1*]:cccc:[2*]
lig_51~lig_47,mcl1,2,Clc1cccc2ccccc12,c1ccc2ncccc2c1,c[3*]Cl.c[1*]:cccc:[2*]~c[1*]:nccc:[2*]
lig_37~lig_39,mcl1,8,Cc1cccc(C)c1Cl,c1ccc(-c2ccccc2)cc1,c[3*]C.c[2*]Cl.c[1*]C~c[1*]c1ccccc1
lig_39~lig_37,mcl1,8,c1ccc(-c2ccccc2)cc1,Cc1cccc(C)c1Cl,c[1*]c1ccccc1~c[3*]C.c[2*]Cl.c[1*]C
CHEMBL3265036~CHEMBL3265030_n,syk,6,c1ccc2c(c1)CCOCC2,CC1(O)Cc2ccccc2C1,N[1*]CCOCCC[2*]~N[1*]CC(C)(O)C[2*]
CHEMBL3265030_n~CHEMBL3265036,syk,6,CC1(O)Cc2ccccc2C1,c1ccc2c(c1)CCOCC2,N[1*]CC(C)(O)C[2*]~N[1*]CCOCCC[2*]
CHEMBL3265036~CHEMBL3265022,syk,10,c1ccc(N2CCCOCC2)cc1,CNc1c(OC)cccc1OC,c[1*]N1CCCOCC1~c[1*]OC.n[3*]C.c[2*]OC
CHEMBL3265022~CHEMBL3265036,syk,10,CNc1c(OC)cccc1OC,c1ccc(N2CCCOCC2)cc1,c[1*]OC.n[3*]C.c[2*]OC~c[1*]N1CCCOCC1
CHEMBL3265036~CHEMBL3265033,syk,7,c1ccc2c(c1)CCOCC2,O=S1(=O)CCc2ccccc2C1,N[1*]CCCOCC[2*]~N[1*]CCS(=O)(=O)CC[2*]
CHEMBL3265033~CHEMBL3265036,syk,7,O=S1(=O)CCc2ccccc2C1,c1ccc2c(c1)CCOCC2,N[1*]CCS(=O)(=O)CC[2*]~N[1*]CCCOCC[2*]
CHEMBL3265036~CHEMBL3265006,syk,10,c1cc(N2CCCOCC2)c2cn[nH]c2c1,CNC(=O)c1cccc(OC)c1OC,c[3*]N1CCCOCC1.c[1*]:cn[nH]:[2*]~c[1*]C(=O)NC.c[2*]OC.c[3*]OC
CHEMBL3265006~CHEMBL3265036,syk,10,CNC(=O)c1cccc(OC)c1OC,c1cc(N2CCCOCC2)c2cn[nH]c2c1,c[1*]C(=O)NC.c[2*]OC.c[3*]OC~c[3*]N1CCCOCC1.c[1*]:cn[nH]:[2*]
CHEMBL3265036~CHEMBL3265027,syk,7,c1ccc(N2CCCOCC2)cc1,c1ccccc1,c[1*]N1CCCOCC1~
CHEMBL3265027~CHEMBL3265036,syk,7,c1ccccc1,c1ccc(N2CCCOCC2)cc1,~c[1*]N1CCCOCC1
CHEMBL3265036~CHEMBL3265031,syk,7,c1ccc2c(c1)CCOCC2,CC1(O)CCc2ccccc2C1,N[1*]CCOCCC[2*]~N[1*]CCC(C)(O)CC[2*]
CHEMBL3265031~CHEMBL3265036,syk,7,CC1(O)CCc2ccccc2C1,c1ccc2c(c1)CCOCC2,N[1*]CCC(C)(O)CC[2*]~N[1*]CCOCCC[2*]
CHEMBL3265036~CHEMBL3265034,syk,7,c1ccc(N2CCCOCC2)cc1,c1ccc(C2CCOCC2)cc1,c[1*]N1CCCOCC1~c[1*]C1CCOCC1
CHEMBL3265034~CHEMBL3265036,syk,7,c1ccc(C2CCOCC2)cc1,c1ccc(N2CCCOCC2)cc1,c[1*]C1CCOCC1~c[1*]N1CCCOCC1
CHEMBL3265036~CHEMBL3265029,syk,7,c1ccc(N2CCCOCC2)cc1,COc1ccccc1,c[1*]N1CCCOCC1~c[1*]OC
CHEMBL3265029~CHEMBL3265036,syk,7,COc1ccccc1,c1ccc(N2CCCOCC2)cc1,c[1*]OC~c[1*]N1CCCOCC1
CHEMBL3265036~CHEMBL3265032,syk,6,c1ccc2c(c1)CCOCC2,c1ccc2c(c1)CCOC2,N[1*]CCOCCC[2*]~N[1*]CCOCC[2*]
CHEMBL3265032~CHEMBL3265036,syk,6,c1ccc2c(c1)CCOC2,c1ccc2c(c1)CCOCC2,N[1*]CCOCC[2*]~N[1*]CCOCCC[2*]
CHEMBL3265036~CHEMBL3265017,syk,9,c1ccc(N2CCCOCC2)cc1,COc1ccccc1OC,c[1*]N1CCCOCC1~c[1*]OC.c[2*]OC
CHEMBL3265017~CHEMBL3265036,syk,9,COc1ccccc1OC,c1ccc(N2CCCOCC2)cc1,c[1*]OC.c[2*]OC~c[1*]N1CCCOCC1
CHEMBL3265036~CHEMBL3265037,syk,8,c1ccc2c(c1)CCOCC2,COc1cccc2c1COCC2,N[1*]CCCOCC[2*]~c[3*]OC.N[1*]CCOCC[2*]
CHEMBL3265037~CHEMBL3265036,syk,8,COc1cccc2c1COCC2,c1ccc2c(c1)CCOCC2,c[3*]OC.N[1*]CCOCC[2*]~N[1*]CCCOCC[2*]
CHEMBL3265036~CHEMBL3265035,syk,7,c1ccc(N2CCCOCC2)cc1,CN(CCO)c1ccccc1,c[1*]N1CCCOCC1~c[1*]N(C)CCO
CHEMBL3265035~CHEMBL3265036,syk,7,CN(CCO)c1ccccc1,c1ccc(N2CCCOCC2)cc1,c[1*]N(C)CCO~c[1*]N1CCCOCC1
CHEMBL3265008~CHEMBL3265015,syk,6,NC(=O)c1ccccc1F,Cc1ccccc1C(N)=O,c[1*]F.c[2*]C(N)=O~c[2*]C.c[1*]C(N)=O
CHEMBL3265015~CHEMBL3265008,syk,6,Cc1ccccc1C(N)=O,NC(=O)c1ccccc1F,c[2*]C.c[1*]C(N)=O~c[1*]F.c[2*]C(N)=O
CHEMBL3265008~CHEMBL3265014,syk,6,NC(=O)c1ccccc1F,COc1ccccc1C(N)=O,c[1*]F.c[2*]C(N)=O~c[1*]C(N)=O.c[2*]OC
CHEMBL3265014~CHEMBL3265008,syk,6,COc1ccccc1C(N)=O,NC(=O)c1ccccc1F,c[1*]C(N)=O.c[2*]OC~c[1*]F.c[2*]C(N)=O
CHEMBL3265008~CHEMBL3265018,syk,7,NC(=O)c1ccccc1F,c1ccc2[nH]cnc2c1,c[1*]F.c[2*]C(N)=O~c[1*]:nc[nH]:[2*]
CHEMBL3265018~CHEMBL3265008,syk,7,c1ccc2[nH]cnc2c1,NC(=O)c1ccccc1F,c[1*]:nc[nH]:[2*]~c[1*]F.c[2*]C(N)=O
CHEMBL3265008~CHEMBL3265022,syk,7,NC(=O)c1ccccc1F,Cn1ncc2ccccc21,c[1*]F.c[2*]C(N)=O~c[1*]:cnn(:[2*])C
CHEMBL3265022~CHEMBL3265008,syk,7,Cn1ncc2ccccc21,NC(=O)c1ccccc1F,c[1*]:cnn(:[2*])C~c[1*]F.c[2*]C(N)=O
CHEMBL3265008~CHEMBL3265006,syk,1,Fc1ccccc1,CNc1ccccc1,c[1*]F~N[1*]C
CHEMBL3265006~CHEMBL3265008,syk,1,CNc1ccccc1,Fc1ccccc1,N[1*]C~c[1*]F
CHEMBL3265008~CHEMBL3265019,syk,7,NC(=O)c1ccccc1F,c1ccc2[nH]nnc2c1,c[1*]F.c[2*]C(N)=O~c[1*]:nn[nH]:[2*]
CHEMBL3265019~CHEMBL3265008,syk,7,c1ccc2[nH]nnc2c1,NC(=O)c1ccccc1F,c[1*]:nn[nH]:[2*]~c[1*]F.c[2*]C(N)=O
CHEMBL3265008~CHEMBL3265026,syk,7,NC(=O)c1ccccc1F,c1ccc2c(c1)NCCO2,c[1*]F.c[2*]C(N)=O~c[1*]OCCN[2*]
CHEMBL3265026~CHEMBL3265008,syk,7,c1ccc2c(c1)NCCO2,NC(=O)c1ccccc1F,c[1*]OCCN[2*]~c[1*]F.c[2*]C(N)=O
CHEMBL3265008~CHEMBL3265027,syk,10,COc1ccc(OC)c(C(N)=O)c1F,c1ccc2[nH]ncc2c1,c[1*]OC.c[3*]F.c[4*]C(N)=O.c[2*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265027~CHEMBL3265008,syk,10,c1ccc2[nH]ncc2c1,COc1ccc(OC)c(C(N)=O)c1F,c[1*]:cn[nH]:[2*]~c[1*]OC.c[3*]F.c[4*]C(N)=O.c[2*]OC
CHEMBL3265008~CHEMBL3265020,syk,7,NC(=O)c1ccccc1F,c1ccc2[nH]ccc2c1,c[1*]F.c[2*]C(N)=O~c[1*]:[nH]cc:[2*]
CHEMBL3265020~CHEMBL3265008,syk,7,c1ccc2[nH]ccc2c1,NC(=O)c1ccccc1F,c[1*]:[nH]cc:[2*]~c[1*]F.c[2*]C(N)=O
CHEMBL3265008~CHEMBL3259820,syk,6,NC(=O)c1ccccc1F,NC(=O)c1ccccc1,c[1*]F.c[2*]C(N)=O~c[1*]C(N)=O
CHEMBL3259820~CHEMBL3265008,syk,6,NC(=O)c1ccccc1,NC(=O)c1ccccc1F,c[1*]C(N)=O~c[1*]F.c[2*]C(N)=O
CHEMBL3265008~CHEMBL3265021,syk,7,NC(=O)c1ccccc1F,c1ccc2[nH]ncc2c1,c[1*]F.c[2*]C(N)=O~c[1*]:[nH]nc:[2*]
CHEMBL3265021~CHEMBL3265008,syk,7,c1ccc2[nH]ncc2c1,NC(=O)c1ccccc1F,c[1*]:[nH]nc:[2*]~c[1*]F.c[2*]C(N)=O
CHEMBL3265008~CHEMBL3265012,syk,6,NC(=O)c1ccccc1F,NC(=O)c1ccccc1F,c[1*]F.c[2*]C(N)=O~c[1*]C(N)=O.c[2*]F
CHEMBL3265012~CHEMBL3265008,syk,6,NC(=O)c1ccccc1F,NC(=O)c1ccccc1F,c[1*]C(N)=O.c[2*]F~c[1*]F.c[2*]C(N)=O
CHEMBL3265008~CHEMBL3265013,syk,5,Nc1cccc(CF)c1C=O,NC(=O)c1ccccc1,C[1*]F.C[3*]=O.c[2*]N~c[1*]C(N)=O
CHEMBL3265013~CHEMBL3265008,syk,5,NC(=O)c1ccccc1,Nc1cccc(CF)c1C=O,c[1*]C(N)=O~C[1*]F.C[3*]=O.c[2*]N
CHEMBL3265008~CHEMBL3265029,syk,8,COc1cccc(F)c1C(N)=O,c1ccc2[nH]ncc2c1,c[2*]F.c[3*]C(N)=O.c[1*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265029~CHEMBL3265008,syk,8,c1ccc2[nH]ncc2c1,COc1cccc(F)c1C(N)=O,c[1*]:cn[nH]:[2*]~c[2*]F.c[3*]C(N)=O.c[1*]OC
CHEMBL3265008~CHEMBL3265025,syk,8,NC(=O)c1ccccc1F,O=C1COc2ccccc2N1,c[1*]F.c[2*]C(N)=O~c[1*]NC(=O)CO[2*]
CHEMBL3265025~CHEMBL3265008,syk,8,O=C1COc2ccccc2N1,NC(=O)c1ccccc1F,c[1*]NC(=O)CO[2*]~c[1*]F.c[2*]C(N)=O
CHEMBL3265008~CHEMBL3265023,syk,7,NC(=O)c1ccccc1F,Cn1ncc2ccccc21,c[1*]F.c[2*]C(N)=O~c[1*]:n(C)nc:[2*]
CHEMBL3265023~CHEMBL3265008,syk,7,Cn1ncc2ccccc21,NC(=O)c1ccccc1F,c[1*]:n(C)nc:[2*]~c[1*]F.c[2*]C(N)=O
CHEMBL3265008~CHEMBL3265016,syk,7,NC(=O)c1ccccc1F,c1ccc2[nH]ccc2c1,c[1*]F.c[2*]C(N)=O~c[1*]:cc[nH]:[2*]
CHEMBL3265016~CHEMBL3265008,syk,7,c1ccc2[nH]ccc2c1,NC(=O)c1ccccc1F,c[1*]:cc[nH]:[2*]~c[1*]F.c[2*]C(N)=O
CHEMBL3265008~CHEMBL3265024,syk,8,NC(=O)c1ccccc1F,O=C1COc2ccccc2N1,c[1*]F.c[2*]C(N)=O~c[1*]OCC(=O)N[2*]
CHEMBL3265024~CHEMBL3265008,syk,8,O=C1COc2ccccc2N1,NC(=O)c1ccccc1F,c[1*]OCC(=O)N[2*]~c[1*]F.c[2*]C(N)=O
CHEMBL3265008~CHEMBL3265028,syk,8,COc1cccc(C(N)=O)c1F,c1ccc2[nH]ncc2c1,c[1*]OC.c[2*]F.c[3*]C(N)=O~c[1*]:cn[nH]:[2*]
CHEMBL3265028~CHEMBL3265008,syk,8,c1ccc2[nH]ncc2c1,COc1cccc(C(N)=O)c1F,c[1*]:cn[nH]:[2*]~c[1*]OC.c[2*]F.c[3*]C(N)=O
CHEMBL3265008~CHEMBL3265017,syk,7,NC(=O)c1ccccc1F,c1ccc2[nH]ncc2c1,c[1*]F.c[2*]C(N)=O~c[1*]:cn[nH]:[2*]
CHEMBL3265017~CHEMBL3265008,syk,7,c1ccc2[nH]ncc2c1,NC(=O)c1ccccc1F,c[1*]:cn[nH]:[2*]~c[1*]F.c[2*]C(N)=O
CHEMBL3265008~CHEMBL3264996,syk,10,Fc1ccccc1,COC(=O)c1ccc(Nc2ccccc2)cc1,c[1*]F~N[1*]c1ccc(C(=O)OC)cc1
CHEMBL3264996~CHEMBL3265008,syk,10,COC(=O)c1ccc(Nc2ccccc2)cc1,Fc1ccccc1,N[1*]c1ccc(C(=O)OC)cc1~c[1*]F
CHEMBL3265008~CHEMBL3264999,syk,9,Fc1ccccc1,NC(=O)c1ccc(Nc2ccccc2)cc1,c[1*]F~N[1*]c1ccc(C(N)=O)cc1
CHEMBL3264999~CHEMBL3265008,syk,9,NC(=O)c1ccc(Nc2ccccc2)cc1,Fc1ccccc1,N[1*]c1ccc(C(N)=O)cc1~c[1*]F
CHEMBL3265030_n~CHEMBL3265022,syk,9,CC1(O)CN(c2ccccc2)C1,CNc1c(OC)cccc1OC,c[1*]N1CC(C)(O)C1~c[1*]OC.n[3*]C.c[2*]OC
CHEMBL3265022~CHEMBL3265030_n,syk,9,CNc1c(OC)cccc1OC,CC1(O)CN(c2ccccc2)C1,c[1*]OC.n[3*]C.c[2*]OC~c[1*]N1CC(C)(O)C1
CHEMBL3265030_n~CHEMBL3265033,syk,7,CC1(O)Cc2ccccc2C1,O=S1(=O)CCc2ccccc2C1,N[1*]CC(C)(O)C[2*]~N[1*]CCS(=O)(=O)CC[2*]
CHEMBL3265033~CHEMBL3265030_n,syk,7,O=S1(=O)CCc2ccccc2C1,CC1(O)Cc2ccccc2C1,N[1*]CCS(=O)(=O)CC[2*]~N[1*]CC(C)(O)C[2*]
CHEMBL3265030_n~CHEMBL3265006,syk,9,CC1(O)CN(c2cccc3[nH]ncc23)C1,CNC(=O)c1cccc(OC)c1OC,c[3*]N1CC(C)(O)C1.c[1*]:cn[nH]:[2*]~c[1*]C(=O)NC.c[2*]OC.c[3*]OC
CHEMBL3265006~CHEMBL3265030_n,syk,9,CNC(=O)c1cccc(OC)c1OC,CC1(O)CN(c2cccc3[nH]ncc23)C1,c[1*]C(=O)NC.c[2*]OC.c[3*]OC~c[3*]N1CC(C)(O)C1.c[1*]:cn[nH]:[2*]
CHEMBL3265030_n~CHEMBL3265027,syk,6,CC1(O)CN(c2ccccc2)C1,c1ccccc1,c[1*]N1CC(C)(O)C1~
CHEMBL3265027~CHEMBL3265030_n,syk,6,c1ccccc1,CC1(O)CN(c2ccccc2)C1,~c[1*]N1CC(C)(O)C1
CHEMBL3265030_n~CHEMBL3265031,syk,7,CC1(O)Cc2ccccc2C1,CC1(O)CCc2ccccc2C1,N[1*]CC(C)(O)C[2*]~N[1*]CCC(C)(O)CC[2*]
CHEMBL3265031~CHEMBL3265030_n,syk,7,CC1(O)CCc2ccccc2C1,CC1(O)Cc2ccccc2C1,N[1*]CCC(C)(O)CC[2*]~N[1*]CC(C)(O)C[2*]
CHEMBL3265030_n~CHEMBL3265034,syk,1,CC1(O)CN(c2ccccc2)C1,c1ccc(C2CCOCC2)cc1,c[1*]N1CC(C)(O)C1~c[1*]C1CCOCC1
CHEMBL3265034~CHEMBL3265030_n,syk,1,c1ccc(C2CCOCC2)cc1,CC1(O)CN(c2ccccc2)C1,c[1*]C1CCOCC1~c[1*]N1CC(C)(O)C1
CHEMBL3265030_n~CHEMBL3265029,syk,6,CC1(O)CN(c2ccccc2)C1,COc1ccccc1,c[1*]N1CC(C)(O)C1~c[1*]OC
CHEMBL3265029~CHEMBL3265030_n,syk,6,COc1ccccc1,CC1(O)CN(c2ccccc2)C1,c[1*]OC~c[1*]N1CC(C)(O)C1
CHEMBL3265030_n~CHEMBL3265032,syk,1,CC1(O)Cc2ccccc2C1,c1ccc2c(c1)CCOC2,N[1*]CC(C)(O)C[2*]~N[1*]CCOCC[2*]
CHEMBL3265032~CHEMBL3265030_n,syk,1,c1ccc2c(c1)CCOC2,CC1(O)Cc2ccccc2C1,N[1*]CCOCC[2*]~N[1*]CC(C)(O)C[2*]
CHEMBL3265030_n~CHEMBL3265017,syk,8,CC1(O)CN(c2ccccc2)C1,COc1ccccc1OC,c[1*]N1CC(C)(O)C1~c[1*]OC.c[2*]OC
CHEMBL3265017~CHEMBL3265030_n,syk,8,COc1ccccc1OC,CC1(O)CN(c2ccccc2)C1,c[1*]OC.c[2*]OC~c[1*]N1CC(C)(O)C1
CHEMBL3265030_n~CHEMBL3265037,syk,3,CC1(O)Cc2ccccc2C1,COc1cccc2c1COCC2,N[1*]CC(C)(O)C[2*]~c[3*]OC.N[1*]CCOCC[2*]
CHEMBL3265037~CHEMBL3265030_n,syk,3,COc1cccc2c1COCC2,CC1(O)Cc2ccccc2C1,c[3*]OC.N[1*]CCOCC[2*]~N[1*]CC(C)(O)C[2*]
CHEMBL3265030_n~CHEMBL3265035,syk,6,CC1(O)CN(c2ccccc2)C1,CN(CCO)c1ccccc1,c[1*]N1CC(C)(O)C1~c[1*]N(C)CCO
CHEMBL3265035~CHEMBL3265030_n,syk,6,CN(CCO)c1ccccc1,CC1(O)CN(c2ccccc2)C1,c[1*]N(C)CCO~c[1*]N1CC(C)(O)C1
