ref_perturbation,ref_target,num_ha_perturbed,newlig1_smi,newlig2_smi,input_smarts
lig_47~lig_29,mcl1,1,c1ccc2ncccc2c1,FC(F)(F)c1ccccc1,c[1*]:nccc:[2*]~c[1*]C(F)(F)F
lig_47~lig_37,mcl1,6,c1ccc2ncccc2c1,Cc1cccc(C)c1Cl,c[1*]:nccc:[2*]~c[3*]C.c[2*]Cl.c[1*]C
lig_47~lig_39,mcl1,6,c1ccc2ncccc2c1,c1ccc(-c2ccccc2)cc1,c[1*]:nccc:[2*]~c[1*]c1ccccc1
lig_47~lig_50,mcl1,7,c1ccc2ncccc2c1,Cc1ccc(Cl)c(C)c1Cl,c[1*]:nccc:[2*]~c[4*]Cl.c[3*]C.c[2*]Cl.c[1*]C
lig_47~lig_51,mcl1,2,c1ccc2ncccc2c1,Clc1cccc2ccccc12,c[1*]:nccc:[2*]~c[3*]Cl.c[1*]:cccc:[2*]
lig_37~lig_39,mcl1,8,Cc1cccc(C)c1Cl,c1ccc(-c2ccccc2)cc1,c[3*]C.c[2*]Cl.c[1*]C~c[1*]c1ccccc1
CHEMBL3265036~CHEMBL3265030_n,syk,6,c1ccc2c(c1)CCOCC2,CC1(O)Cc2ccccc2C1,N[1*]CCOCCC[2*]~N[1*]CC(C)(O)C[2*]
CHEMBL3265036~CHEMBL3265022,syk,10,c1ccc(N2CCCOCC2)cc1,CNc1c(OC)cccc1OC,c[1*]N1CCCOCC1~c[1*]OC.n[3*]C.c[2*]OC
CHEMBL3265036~CHEMBL3265033,syk,7,c1ccc2c(c1)CCOCC2,O=S1(=O)CCc2ccccc2C1,N[1*]CCCOCC[2*]~N[1*]CCS(=O)(=O)CC[2*]
CHEMBL3265036~CHEMBL3265006,syk,10,c1cc(N2CCCOCC2)c2cn[nH]c2c1,CNC(=O)c1cccc(OC)c1OC,c[3*]N1CCCOCC1.c[1*]:cn[nH]:[2*]~c[1*]C(=O)NC.c[2*]OC.c[3*]OC
CHEMBL3265036~CHEMBL3265027,syk,7,c1ccc(N2CCCOCC2)cc1,c1ccccc1,c[1*]N1CCCOCC1~
CHEMBL3265036~CHEMBL3265031,syk,7,c1ccc2c(c1)CCOCC2,CC1(O)CCc2ccccc2C1,N[1*]CCOCCC[2*]~N[1*]CCC(C)(O)CC[2*]
CHEMBL3265036~CHEMBL3265034,syk,7,c1ccc(N2CCCOCC2)cc1,c1ccc(C2CCOCC2)cc1,c[1*]N1CCCOCC1~c[1*]C1CCOCC1
CHEMBL3265036~CHEMBL3265029,syk,7,c1ccc(N2CCCOCC2)cc1,COc1ccccc1,c[1*]N1CCCOCC1~c[1*]OC
CHEMBL3265036~CHEMBL3265032,syk,6,c1ccc2c(c1)CCOCC2,c1ccc2c(c1)CCOC2,N[1*]CCOCCC[2*]~N[1*]CCOCC[2*]
CHEMBL3265036~CHEMBL3265017,syk,9,c1ccc(N2CCCOCC2)cc1,COc1ccccc1OC,c[1*]N1CCCOCC1~c[1*]OC.c[2*]OC
CHEMBL3265036~CHEMBL3265037,syk,8,c1ccc2c(c1)CCOCC2,COc1cccc2c1COCC2,N[1*]CCCOCC[2*]~c[3*]OC.N[1*]CCOCC[2*]
CHEMBL3265036~CHEMBL3265035,syk,7,c1ccc(N2CCCOCC2)cc1,CN(CCO)c1ccccc1,c[1*]N1CCCOCC1~c[1*]N(C)CCO
CHEMBL3265008~CHEMBL3265015,syk,6,NC(=O)c1ccccc1F,Cc1ccccc1C(N)=O,c[1*]F.c[2*]C(N)=O~c[2*]C.c[1*]C(N)=O
CHEMBL3265008~CHEMBL3265014,syk,6,NC(=O)c1ccccc1F,COc1ccccc1C(N)=O,c[1*]F.c[2*]C(N)=O~c[1*]C(N)=O.c[2*]OC
CHEMBL3265008~CHEMBL3265018,syk,7,NC(=O)c1ccccc1F,c1ccc2[nH]cnc2c1,c[1*]F.c[2*]C(N)=O~c[1*]:nc[nH]:[2*]
CHEMBL3265008~CHEMBL3265022,syk,7,NC(=O)c1ccccc1F,Cn1ncc2ccccc21,c[1*]F.c[2*]C(N)=O~c[1*]:cnn(:[2*])C
CHEMBL3265008~CHEMBL3265006,syk,1,Fc1ccccc1,CNc1ccccc1,c[1*]F~N[1*]C
CHEMBL3265008~CHEMBL3265019,syk,7,NC(=O)c1ccccc1F,c1ccc2[nH]nnc2c1,c[1*]F.c[2*]C(N)=O~c[1*]:nn[nH]:[2*]
CHEMBL3265008~CHEMBL3265026,syk,7,NC(=O)c1ccccc1F,c1ccc2c(c1)NCCO2,c[1*]F.c[2*]C(N)=O~c[1*]OCCN[2*]
CHEMBL3265008~CHEMBL3265027,syk,10,COc1ccc(OC)c(C(N)=O)c1F,c1ccc2[nH]ncc2c1,c[1*]OC.c[3*]F.c[4*]C(N)=O.c[2*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265008~CHEMBL3265020,syk,7,NC(=O)c1ccccc1F,c1ccc2[nH]ccc2c1,c[1*]F.c[2*]C(N)=O~c[1*]:[nH]cc:[2*]
CHEMBL3265008~CHEMBL3259820,syk,6,NC(=O)c1ccccc1F,NC(=O)c1ccccc1,c[1*]F.c[2*]C(N)=O~c[1*]C(N)=O
CHEMBL3265008~CHEMBL3265021,syk,7,NC(=O)c1ccccc1F,c1ccc2[nH]ncc2c1,c[1*]F.c[2*]C(N)=O~c[1*]:[nH]nc:[2*]
CHEMBL3265008~CHEMBL3265012,syk,6,NC(=O)c1ccccc1F,NC(=O)c1ccccc1F,c[1*]F.c[2*]C(N)=O~c[1*]C(N)=O.c[2*]F
CHEMBL3265008~CHEMBL3265013,syk,5,Nc1cccc(CF)c1C=O,NC(=O)c1ccccc1,C[1*]F.C[3*]=O.c[2*]N~c[1*]C(N)=O
CHEMBL3265008~CHEMBL3265029,syk,8,COc1cccc(F)c1C(N)=O,c1ccc2[nH]ncc2c1,c[2*]F.c[3*]C(N)=O.c[1*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265008~CHEMBL3265025,syk,8,NC(=O)c1ccccc1F,O=C1COc2ccccc2N1,c[1*]F.c[2*]C(N)=O~c[1*]NC(=O)CO[2*]
CHEMBL3265008~CHEMBL3265023,syk,7,NC(=O)c1ccccc1F,Cn1ncc2ccccc21,c[1*]F.c[2*]C(N)=O~c[1*]:n(C)nc:[2*]
CHEMBL3265008~CHEMBL3265016,syk,7,NC(=O)c1ccccc1F,c1ccc2[nH]ccc2c1,c[1*]F.c[2*]C(N)=O~c[1*]:cc[nH]:[2*]
CHEMBL3265008~CHEMBL3265024,syk,8,NC(=O)c1ccccc1F,O=C1COc2ccccc2N1,c[1*]F.c[2*]C(N)=O~c[1*]OCC(=O)N[2*]
CHEMBL3265008~CHEMBL3265028,syk,8,COc1cccc(C(N)=O)c1F,c1ccc2[nH]ncc2c1,c[1*]OC.c[2*]F.c[3*]C(N)=O~c[1*]:cn[nH]:[2*]
CHEMBL3265008~CHEMBL3265017,syk,7,NC(=O)c1ccccc1F,c1ccc2[nH]ncc2c1,c[1*]F.c[2*]C(N)=O~c[1*]:cn[nH]:[2*]
CHEMBL3265008~CHEMBL3264996,syk,10,Fc1ccccc1,COC(=O)c1ccc(Nc2ccccc2)cc1,c[1*]F~N[1*]c1ccc(C(=O)OC)cc1
CHEMBL3265008~CHEMBL3264999,syk,9,Fc1ccccc1,NC(=O)c1ccc(Nc2ccccc2)cc1,c[1*]F~N[1*]c1ccc(C(N)=O)cc1
CHEMBL3265030_n~CHEMBL3265022,syk,9,CC1(O)CN(c2ccccc2)C1,CNc1c(OC)cccc1OC,c[1*]N1CC(C)(O)C1~c[1*]OC.n[3*]C.c[2*]OC
CHEMBL3265030_n~CHEMBL3265033,syk,7,CC1(O)Cc2ccccc2C1,O=S1(=O)CCc2ccccc2C1,N[1*]CC(C)(O)C[2*]~N[1*]CCS(=O)(=O)CC[2*]
CHEMBL3265030_n~CHEMBL3265006,syk,9,CC1(O)CN(c2cccc3[nH]ncc23)C1,CNC(=O)c1cccc(OC)c1OC,c[3*]N1CC(C)(O)C1.c[1*]:cn[nH]:[2*]~c[1*]C(=O)NC.c[2*]OC.c[3*]OC
CHEMBL3265030_n~CHEMBL3265027,syk,6,CC1(O)CN(c2ccccc2)C1,c1ccccc1,c[1*]N1CC(C)(O)C1~
CHEMBL3265030_n~CHEMBL3265031,syk,7,CC1(O)Cc2ccccc2C1,CC1(O)CCc2ccccc2C1,N[1*]CC(C)(O)C[2*]~N[1*]CCC(C)(O)CC[2*]
CHEMBL3265030_n~CHEMBL3265034,syk,1,CC1(O)CN(c2ccccc2)C1,c1ccc(C2CCOCC2)cc1,c[1*]N1CC(C)(O)C1~c[1*]C1CCOCC1
CHEMBL3265030_n~CHEMBL3265029,syk,6,CC1(O)CN(c2ccccc2)C1,COc1ccccc1,c[1*]N1CC(C)(O)C1~c[1*]OC
CHEMBL3265030_n~CHEMBL3265032,syk,1,CC1(O)Cc2ccccc2C1,c1ccc2c(c1)CCOC2,N[1*]CC(C)(O)C[2*]~N[1*]CCOCC[2*]
CHEMBL3265030_n~CHEMBL3265017,syk,8,CC1(O)CN(c2ccccc2)C1,COc1ccccc1OC,c[1*]N1CC(C)(O)C1~c[1*]OC.c[2*]OC
CHEMBL3265030_n~CHEMBL3265037,syk,3,CC1(O)Cc2ccccc2C1,COc1cccc2c1COCC2,N[1*]CC(C)(O)C[2*]~c[3*]OC.N[1*]CCOCC[2*]
CHEMBL3265030_n~CHEMBL3265035,syk,6,CC1(O)CN(c2ccccc2)C1,CN(CCO)c1ccccc1,c[1*]N1CC(C)(O)C1~c[1*]N(C)CCO
CHEMBL3265015~CHEMBL3265018,syk,5,Cc1ccccc1C(N)=O,c1ccc2[nH]cnc2c1,c[2*]C.c[1*]C(N)=O~c[1*]:nc[nH]:[2*]
CHEMBL3265015~CHEMBL3265022,syk,5,Cc1ccccc1C(N)=O,Cn1ncc2ccccc21,c[2*]C.c[1*]C(N)=O~c[1*]:cnn(:[2*])C
CHEMBL3265015~CHEMBL3265006,syk,5,Cc1ccccc1C(N)=O,CNC(=O)c1ccccc1,c[2*]C.c[1*]C(N)=O~c[1*]C(=O)NC
CHEMBL3265015~CHEMBL3265019,syk,5,Cc1ccccc1C(N)=O,c1ccc2[nH]nnc2c1,c[2*]C.c[1*]C(N)=O~c[1*]:nn[nH]:[2*]
CHEMBL3265015~CHEMBL3265026,syk,5,Cc1ccccc1C(N)=O,c1ccc2c(c1)NCCO2,c[2*]C.c[1*]C(N)=O~c[1*]OCCN[2*]
CHEMBL3265015~CHEMBL3265009,syk,5,CCc1cccc(N)c1C=O,NC(=O)c1ccccc1,C[1*]C.C[3*]=O.c[2*]N~c[1*]C(N)=O
CHEMBL3265015~CHEMBL3265027,syk,10,COc1ccc(OC)c(C(N)=O)c1C,c1ccc2[nH]ncc2c1,c[1*]OC.c[4*]C.c[3*]C(N)=O.c[2*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265015~CHEMBL3265020,syk,5,Cc1ccccc1C(N)=O,c1ccc2[nH]ccc2c1,c[2*]C.c[1*]C(N)=O~c[1*]:[nH]cc:[2*]
CHEMBL3265015~CHEMBL3265011,syk,1,NC(=O)c1ccccc1,NC(=O)c1ccccc1,c[1*]C(N)=O~c[1*]C(N)=O
CHEMBL3265015~CHEMBL3265021,syk,5,Cc1ccccc1C(N)=O,c1ccc2[nH]ncc2c1,c[2*]C.c[1*]C(N)=O~c[1*]:[nH]nc:[2*]
CHEMBL3265015~CHEMBL3265005,syk,2,Cc1ccccc1C(N)=O,NC(=O)c1ccccc1,c[2*]C.c[1*]C(N)=O~c[1*]C(N)=O
CHEMBL3265015~CHEMBL3265029,syk,8,COc1cccc(C)c1C(N)=O,c1ccc2[nH]ncc2c1,c[3*]C.c[2*]C(N)=O.c[1*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265015~CHEMBL3265010,syk,6,Cc1ccccc1C(N)=O,COc1ccccc1C(N)=O,c[2*]C.c[1*]C(N)=O~c[1*]OC.c[2*]C(N)=O
CHEMBL3265015~CHEMBL3265025,syk,6,Cc1ccccc1C(N)=O,O=C1COc2ccccc2N1,c[2*]C.c[1*]C(N)=O~c[1*]NC(=O)CO[2*]
CHEMBL3265015~CHEMBL3265023,syk,5,Cc1ccccc1C(N)=O,Cn1ncc2ccccc21,c[2*]C.c[1*]C(N)=O~c[1*]:n(C)nc:[2*]
CHEMBL3265015~CHEMBL3265016,syk,5,Cc1ccccc1C(N)=O,c1ccc2[nH]ccc2c1,c[2*]C.c[1*]C(N)=O~c[1*]:cc[nH]:[2*]
CHEMBL3265015~CHEMBL3265024,syk,6,Cc1ccccc1C(N)=O,O=C1COc2ccccc2N1,c[2*]C.c[1*]C(N)=O~c[1*]OCC(=O)N[2*]
CHEMBL3265015~CHEMBL3265028,syk,8,COc1cccc(C(N)=O)c1C,c1ccc2[nH]ncc2c1,c[1*]OC.c[3*]C.c[2*]C(N)=O~c[1*]:cn[nH]:[2*]
CHEMBL3265015~CHEMBL3265017,syk,5,Cc1ccccc1C(N)=O,c1ccc2[nH]ncc2c1,c[2*]C.c[1*]C(N)=O~c[1*]:cn[nH]:[2*]
CHEMBL3265014~CHEMBL3265018,syk,6,COc1ccccc1C(N)=O,c1ccc2[nH]cnc2c1,c[1*]C(N)=O.c[2*]OC~c[1*]:nc[nH]:[2*]
CHEMBL3265014~CHEMBL3265022,syk,6,COc1ccccc1C(N)=O,Cn1ncc2ccccc21,c[1*]C(N)=O.c[2*]OC~c[1*]:cnn(:[2*])C
CHEMBL3265014~CHEMBL3265006,syk,6,COc1ccccc1C(N)=O,CNC(=O)c1ccccc1,c[1*]C(N)=O.c[2*]OC~c[1*]C(=O)NC
CHEMBL3265014~CHEMBL3265019,syk,6,COc1ccccc1C(N)=O,c1ccc2[nH]nnc2c1,c[1*]C(N)=O.c[2*]OC~c[1*]:nn[nH]:[2*]
CHEMBL3265014~CHEMBL3265026,syk,6,COc1ccccc1C(N)=O,c1ccc2c(c1)NCCO2,c[1*]C(N)=O.c[2*]OC~c[1*]OCCN[2*]
CHEMBL3265014~CHEMBL3265009,syk,5,COCC1CCCC(=O)C1CN,NC(=O)c1ccccc1,c[2*]=O.C[3*]N.C[1*]OC~c[1*]C(N)=O
CHEMBL3265014~CHEMBL3265020,syk,6,COc1ccccc1C(N)=O,c1ccc2[nH]ccc2c1,c[1*]C(N)=O.c[2*]OC~c[1*]:[nH]cc:[2*]
CHEMBL3265014~CHEMBL3265011,syk,3,COc1ccccc1C(N)=O,Cc1ccccc1C(N)=O,c[1*]C(N)=O.c[2*]OC~c[2*]C.c[1*]C(N)=O
CHEMBL3265014~CHEMBL3265021,syk,6,COc1ccccc1C(N)=O,c1ccc2[nH]ncc2c1,c[1*]C(N)=O.c[2*]OC~c[1*]:[nH]nc:[2*]
CHEMBL3265014~CHEMBL3265005,syk,3,COc1ccccc1C(N)=O,NC(=O)c1ccccc1,c[1*]C(N)=O.c[2*]OC~c[1*]C(N)=O
CHEMBL3265014~CHEMBL3265013,syk,2,COc1ccccc1,Cc1ccccc1,c[1*]OC~c[1*]C
CHEMBL3265014~CHEMBL3265029,syk,9,COc1cccc(C(N)=O)c1OC,c1ccc2[nH]ncc2c1,c[2*]C(N)=O.c[3*]OC.c[1*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265014~CHEMBL3265010,syk,6,COc1ccccc1C(N)=O,COc1ccccc1C(N)=O,c[1*]C(N)=O.c[2*]OC~c[1*]OC.c[2*]C(N)=O
CHEMBL3265014~CHEMBL3265025,syk,7,COc1ccccc1C(N)=O,O=C1COc2ccccc2N1,c[1*]C(N)=O.c[2*]OC~c[1*]NC(=O)CO[2*]
CHEMBL3265014~CHEMBL3265023,syk,6,COc1ccccc1C(N)=O,Cn1ncc2ccccc21,c[1*]C(N)=O.c[2*]OC~c[1*]:n(C)nc:[2*]
CHEMBL3265014~CHEMBL3265016,syk,6,COc1ccccc1C(N)=O,c1ccc2[nH]ccc2c1,c[1*]C(N)=O.c[2*]OC~c[1*]:cc[nH]:[2*]
CHEMBL3265014~CHEMBL3265024,syk,7,COc1ccccc1C(N)=O,O=C1COc2ccccc2N1,c[1*]C(N)=O.c[2*]OC~c[1*]OCC(=O)N[2*]
CHEMBL3265014~CHEMBL3265028,syk,9,COc1cccc(OC)c1C(N)=O,c1ccc2[nH]ncc2c1,c[1*]OC.c[2*]C(N)=O.c[3*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265014~CHEMBL3265017,syk,6,COc1ccccc1C(N)=O,c1ccc2[nH]ncc2c1,c[1*]C(N)=O.c[2*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265018~CHEMBL3265022,syk,1,c1ccc2[nH]cnc2c1,Cn1ncc2ccccc21,c[1*]:nc[nH]:[2*]~c[1*]:cnn(:[2*])C
CHEMBL3265018~CHEMBL3265006,syk,1,c1ccc2[nH]cnc2c1,CNC(=O)c1ccccc1,c[1*]:nc[nH]:[2*]~c[1*]C(=O)NC
CHEMBL3265018~CHEMBL3265019,syk,1,c1ccc2[nH]cnc2c1,c1ccc2[nH]nnc2c1,c[1*]:nc[nH]:[2*]~c[1*]:nn[nH]:[2*]
CHEMBL3265018~CHEMBL3265026,syk,1,c1ccc2[nH]cnc2c1,c1ccc2c(c1)NCCO2,c[1*]:nc[nH]:[2*]~c[1*]OCCN[2*]
CHEMBL3265018~CHEMBL3265009,syk,7,c1ccc2[nH]cnc2c1,Cc1ccccc1C(N)=O,c[1*]:nc[nH]:[2*]~c[1*]C.c[2*]C(N)=O
CHEMBL3265018~CHEMBL3265027,syk,10,COc1ccc2[nH]cnc2c1OC,c1ccc2[nH]ncc2c1,c[1*]OC.c[3*]:nc[nH]:[4*].c[2*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265018~CHEMBL3265020,syk,1,c1ccc2[nH]cnc2c1,c1ccc2[nH]ccc2c1,c[1*]:nc[nH]:[2*]~c[1*]:[nH]cc:[2*]
CHEMBL3265018~CHEMBL3265011,syk,5,c1ccc2[nH]cnc2c1,Cc1ccccc1C(N)=O,c[1*]:nc[nH]:[2*]~c[2*]C.c[1*]C(N)=O
CHEMBL3265018~CHEMBL3259820,syk,4,c1ccc2[nH]cnc2c1,NC(=O)c1ccccc1,c[1*]:nc[nH]:[2*]~c[1*]C(N)=O
CHEMBL3265018~CHEMBL3265021,syk,1,c1ccc2[nH]cnc2c1,c1ccc2[nH]ncc2c1,c[1*]:nc[nH]:[2*]~c[1*]:[nH]nc:[2*]
CHEMBL3265018~CHEMBL3265012,syk,5,c1ccc2[nH]cnc2c1,NC(=O)c1ccccc1F,c[1*]:nc[nH]:[2*]~c[1*]C(N)=O.c[2*]F
CHEMBL3265018~CHEMBL3265013,syk,5,c1ccc2[nH]cnc2c1,Cc1ccccc1C(N)=O,c[1*]:nc[nH]:[2*]~c[1*]C(N)=O.c[2*]C
CHEMBL3265018~CHEMBL3265029,syk,8,COc1cccc2[nH]cnc12,c1ccc2[nH]ncc2c1,c[2*]:nc[nH]:[3*].c[1*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265018~CHEMBL3265010,syk,7,c1ccc2[nH]cnc2c1,COc1ccccc1C(N)=O,c[1*]:nc[nH]:[2*]~c[1*]OC.c[2*]C(N)=O
CHEMBL3265018~CHEMBL3265025,syk,5,c1ccc2[nH]cnc2c1,O=C1COc2ccccc2N1,c[1*]:nc[nH]:[2*]~c[1*]NC(=O)CO[2*]
CHEMBL3265018~CHEMBL3265023,syk,1,c1ccc2[nH]cnc2c1,Cn1ncc2ccccc21,c[1*]:nc[nH]:[2*]~c[1*]:n(C)nc:[2*]
CHEMBL3265018~CHEMBL3265016,syk,1,c1ccc2[nH]cnc2c1,c1ccc2[nH]ccc2c1,c[1*]:nc[nH]:[2*]~c[1*]:cc[nH]:[2*]
CHEMBL3265018~CHEMBL3265024,syk,5,c1ccc2[nH]cnc2c1,O=C1COc2ccccc2N1,c[1*]:nc[nH]:[2*]~c[1*]OCC(=O)N[2*]
CHEMBL3265018~CHEMBL3265028,syk,8,COc1cccc2[nH]cnc12,c1ccc2[nH]ncc2c1,c[1*]OC.c[2*]:nc[nH]:[3*]~c[1*]:cn[nH]:[2*]
CHEMBL3265018~CHEMBL3265017,syk,1,c1ccc2[nH]cnc2c1,c1ccc2[nH]ncc2c1,c[1*]:nc[nH]:[2*]~c[1*]:cn[nH]:[2*]
CHEMBL3265018~CHEMBL3265037,syk,7,COc1cccc2[nH]cnc12,c1cc(N2CCOCC2)c2cn[nH]c2c1,c[1*]OC.c[2*]:nc[nH]:[3*]~c[2*]:cn[nH]:[3*].c[1*]N1CCOCC1
CHEMBL3265022~CHEMBL3265006,syk,1,Cn1ncc2ccccc21,CNC(=O)c1ccccc1,c[1*]:cnn(:[2*])C~c[1*]C(=O)NC
CHEMBL3265022~CHEMBL3265019,syk,1,Cn1ncc2ccccc21,c1ccc2[nH]nnc2c1,c[1*]:cnn(:[2*])C~c[1*]:nn[nH]:[2*]
CHEMBL3265022~CHEMBL3265026,syk,1,Cn1ncc2ccccc21,c1ccc2c(c1)NCCO2,c[1*]:cnn(:[2*])C~c[1*]OCCN[2*]
CHEMBL3265022~CHEMBL3265009,syk,7,Cn1ncc2ccccc21,Cc1ccccc1C(N)=O,c[1*]:cnn(:[2*])C~c[1*]C.c[2*]C(N)=O
CHEMBL3265022~CHEMBL3265027,syk,5,CNc1c(OC)cccc1OC,c1ccccc1,c[1*]OC.n[3*]C.c[2*]OC~
CHEMBL3265022~CHEMBL3265020,syk,1,Cn1ncc2ccccc21,c1ccc2[nH]ccc2c1,c[1*]:cnn(:[2*])C~c[1*]:[nH]cc:[2*]
CHEMBL3265022~CHEMBL3265011,syk,5,Cn1ncc2ccccc21,Cc1ccccc1C(N)=O,c[1*]:cnn(:[2*])C~c[2*]C.c[1*]C(N)=O
CHEMBL3265022~CHEMBL3259820,syk,4,Cn1ncc2ccccc21,NC(=O)c1ccccc1,c[1*]:cnn(:[2*])C~c[1*]C(N)=O
CHEMBL3265022~CHEMBL3265021,syk,1,Cn1ncc2ccccc21,c1ccc2[nH]ncc2c1,c[1*]:cnn(:[2*])C~c[1*]:[nH]nc:[2*]
CHEMBL3265022~CHEMBL3265012,syk,5,Cn1ncc2ccccc21,NC(=O)c1ccccc1F,c[1*]:cnn(:[2*])C~c[1*]C(N)=O.c[2*]F
CHEMBL3265022~CHEMBL3265013,syk,5,Cn1ncc2ccccc21,Cc1ccccc1C(N)=O,c[1*]:cnn(:[2*])C~c[1*]C(N)=O.c[2*]C
CHEMBL3265022~CHEMBL3265034,syk,9,CNc1c(OC)cccc1OC,c1ccc(C2CCOCC2)cc1,c[1*]OC.n[3*]C.c[2*]OC~c[1*]C1CCOCC1
CHEMBL3265022~CHEMBL3265029,syk,3,CONc1ccccc1C,c1ccccc1,c[2*]C.n[1*]OC~
CHEMBL3265022~CHEMBL3265010,syk,7,Cn1ncc2ccccc21,COc1ccccc1C(N)=O,c[1*]:cnn(:[2*])C~c[1*]OC.c[2*]C(N)=O
CHEMBL3265022~CHEMBL3265025,syk,5,Cn1ncc2ccccc21,O=C1COc2ccccc2N1,c[1*]:cnn(:[2*])C~c[1*]NC(=O)CO[2*]
CHEMBL3265022~CHEMBL3265032,syk,9,CNc1c(OC)cccc1OC,c1ccc(N2CCOCC2)cc1,c[1*]OC.n[3*]C.c[2*]OC~c[1*]N1CCOCC1
CHEMBL3265022~CHEMBL3265016,syk,1,Cn1ncc2ccccc21,c1ccc2[nH]ccc2c1,c[1*]:cnn(:[2*])C~c[1*]:cc[nH]:[2*]
CHEMBL3265022~CHEMBL3265024,syk,5,Cn1ncc2ccccc21,O=C1COc2ccccc2N1,c[1*]:cnn(:[2*])C~c[1*]OCC(=O)N[2*]
CHEMBL3265022~CHEMBL3265028,syk,3,CNc1ccccc1OC,c1ccccc1,c[1*]OC.n[2*]C~
CHEMBL3265022~CHEMBL3265037,syk,7,CNc1ccccc1OC,c1ccc(N2CCOCC2)cc1,c[1*]OC.n[2*]C~c[1*]N1CCOCC1
CHEMBL3265022~CHEMBL3265035,syk,8,CNc1c(OC)cccc1OC,CN(CCO)c1ccccc1,c[1*]OC.n[3*]C.c[2*]OC~c[1*]N(C)CCO
CHEMBL3265033~CHEMBL3265027,syk,8,O=S1(=O)CCN(c2ccccc2)CC1,c1ccccc1,c[1*]N1CCS(=O)(=O)CC1~
CHEMBL3265033~CHEMBL3265031,syk,1,O=S1(=O)CCc2ccccc2C1,CC1(O)CCc2ccccc2C1,N[1*]CCS(=O)(=O)CC[2*]~N[1*]CCC(C)(O)CC[2*]
CHEMBL3265033~CHEMBL3265034,syk,8,O=S1(=O)CCN(c2ccccc2)CC1,c1ccc(C2CCOCC2)cc1,c[1*]N1CCS(=O)(=O)CC1~c[1*]C1CCOCC1
CHEMBL3265033~CHEMBL3265029,syk,8,O=S1(=O)CCN(c2ccccc2)CC1,COc1ccccc1,c[1*]N1CCS(=O)(=O)CC1~c[1*]OC
CHEMBL3265033~CHEMBL3265032,syk,7,O=S1(=O)CCc2ccccc2C1,c1ccc2c(c1)CCOC2,N[1*]CCS(=O)(=O)CC[2*]~N[1*]CCOCC[2*]
CHEMBL3265033~CHEMBL3265017,syk,10,O=S1(=O)CCN(c2ccccc2)CC1,COc1ccccc1OC,c[1*]N1CCS(=O)(=O)CC1~c[1*]OC.c[2*]OC
CHEMBL3265033~CHEMBL3265037,syk,9,O=S1(=O)CCc2ccccc2C1,COc1cccc2c1COCC2,N[1*]CCS(=O)(=O)CC[2*]~c[3*]OC.N[1*]CCOCC[2*]
CHEMBL3265033~CHEMBL3265035,syk,8,O=S1(=O)CCN(c2ccccc2)CC1,CN(CCO)c1ccccc1,c[1*]N1CCS(=O)(=O)CC1~c[1*]N(C)CCO
CHEMBL3265006~CHEMBL3265019,syk,1,CNC(=O)c1ccccc1,c1ccc2[nH]nnc2c1,c[1*]C(=O)NC~c[1*]:nn[nH]:[2*]
CHEMBL3265006~CHEMBL3265026,syk,1,CNC(=O)c1ccccc1,c1ccc2c(c1)NCCO2,c[1*]C(=O)NC~c[1*]OCCN[2*]
CHEMBL3265006~CHEMBL3265009,syk,1,CNc1ccccc1,Cc1ccccc1,N[1*]C~c[1*]C
CHEMBL3265006~CHEMBL3265027,syk,10,CNC(=O)c1cccc(OC)c1OC,c1ccc2[nH]ncc2c1,c[3*]C(=O)NC.c[1*]OC.c[2*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265006~CHEMBL3265020,syk,1,CNC(=O)c1ccccc1,c1ccc2[nH]ccc2c1,c[1*]C(=O)NC~c[1*]:[nH]cc:[2*]
CHEMBL3265006~CHEMBL3259820,syk,4,CNC(=O)c1ccccc1,NC(=O)c1ccccc1,c[1*]C(=O)NC~c[1*]C(N)=O
CHEMBL3265006~CHEMBL3265021,syk,1,CNC(=O)c1ccccc1,c1ccc2[nH]ncc2c1,c[1*]C(=O)NC~c[1*]:[nH]nc:[2*]
CHEMBL3265006~CHEMBL3265012,syk,5,CNC(=O)c1ccccc1,NC(=O)c1ccccc1F,c[1*]C(=O)NC~c[1*]C(N)=O.c[2*]F
CHEMBL3265006~CHEMBL3265013,syk,4,CNCc1ccccc1C=O,NC(=O)c1ccccc1,C[1*]NC.C[2*]=O~c[1*]C(N)=O
CHEMBL3265006~CHEMBL3265034,syk,9,CNC(=O)c1cccc(OC)c1OC,c1cc(C2CCOCC2)c2cn[nH]c2c1,c[1*]C(=O)NC.c[2*]OC.c[3*]OC~c[3*]C1CCOCC1.c[1*]:cn[nH]:[2*]
CHEMBL3265006~CHEMBL3265029,syk,8,CNC(=O)c1ccccc1OC,c1ccc2[nH]ncc2c1,c[2*]C(=O)NC.c[1*]OC~c[1*]:cn[nH]:[2*]
